planner,seed,ablation,metric,trace_hash,events,pairs,rejected_actions,roc_auc,precision,recall,f1,precision_at_k,adjusted_rand,nmi,within_mean,between_mean,separation
IndependentWeighted,37,without_sequence,Timing,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50092049,0.09090909,1.00000000,0.16666667,0.08444444,0.00000000,0.00000000,0.79161568,0.79086477,0.00075091
IndependentWeighted,37,without_sequence,Amount,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50570000,0.09090909,1.00000000,0.16666667,0.09333333,0.00000000,0.00000000,0.75821264,0.75722716,0.00098547
IndependentWeighted,37,without_sequence,Sequence,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.51762889,0.09085391,0.99777778,0.16654303,0.08888889,0.00000000,0.00000000,0.86887338,0.86605878,0.00281460
IndependentWeighted,37,without_sequence,Destination,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.51051235,0.09114847,1.00000000,0.16706887,0.11111111,0.00000000,0.00000000,0.74433638,0.74099522,0.00334116
IndependentWeighted,37,without_sequence,Synchrony,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50750963,0.00000000,0.00000000,0.00000000,0.09777778,0.00000000,0.70710678,0.00433333,0.00409630,0.00023704
IndependentWeighted,37,without_sequence,Funding,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,37,without_sequence,Route,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,37,without_sequence,BalanceRank,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,37,without_synchrony,composite,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,1.00000000,0.09090909,1.00000000,0.16666667,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,37,without_synchrony,Timing,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50092049,0.09090909,1.00000000,0.16666667,0.08444444,0.00000000,0.00000000,0.79161568,0.79086477,0.00075091
IndependentWeighted,37,without_synchrony,Amount,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50570000,0.09090909,1.00000000,0.16666667,0.09333333,0.00000000,0.00000000,0.75821264,0.75722716,0.00098547
IndependentWeighted,37,without_synchrony,Sequence,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.51762889,0.09085391,0.99777778,0.16654303,0.08888889,0.00000000,0.00000000,0.86887338,0.86605878,0.00281460
IndependentWeighted,37,without_synchrony,Destination,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.51051235,0.09114847,1.00000000,0.16706887,0.11111111,0.00000000,0.00000000,0.74433638,0.74099522,0.00334116
IndependentWeighted,37,without_synchrony,Synchrony,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50750963,0.00000000,0.00000000,0.00000000,0.09777778,0.00000000,0.70710678,0.00433333,0.00409630,0.00023704
IndependentWeighted,37,without_synchrony,Funding,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,37,without_synchrony,Route,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,37,without_synchrony,BalanceRank,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,37,without_funding,composite,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.80743852,0.09090909,1.00000000,0.16666667,0.36000000,0.00000000,0.00000000,,,
IndependentWeighted,37,without_funding,Timing,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50092049,0.09090909,1.00000000,0.16666667,0.08444444,0.00000000,0.00000000,0.79161568,0.79086477,0.00075091
IndependentWeighted,37,without_funding,Amount,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50570000,0.09090909,1.00000000,0.16666667,0.09333333,0.00000000,0.00000000,0.75821264,0.75722716,0.00098547
IndependentWeighted,37,without_funding,Sequence,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.51762889,0.09085391,0.99777778,0.16654303,0.08888889,0.00000000,0.00000000,0.86887338,0.86605878,0.00281460
IndependentWeighted,37,without_funding,Destination,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.51051235,0.09114847,1.00000000,0.16706887,0.11111111,0.00000000,0.00000000,0.74433638,0.74099522,0.00334116
IndependentWeighted,37,without_funding,Synchrony,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50750963,0.00000000,0.00000000,0.00000000,0.09777778,0.00000000,0.70710678,0.00433333,0.00409630,0.00023704
IndependentWeighted,37,without_funding,Funding,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,37,without_funding,Route,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,37,without_funding,BalanceRank,a80c2b0da8dc04157ee38bfb027facab48db4698060665c80f03302211d3740e,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,51,none,composite,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,0.11309374,1.00000000,0.20320614,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,51,none,Timing,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.47513975,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.79542916,0.79847027,-0.00304110
IndependentWeighted,51,none,Amount,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50394123,0.09090909,1.00000000,0.16666667,0.08222222,0.00000000,0.00000000,0.75789380,0.75740226,0.00049154
IndependentWeighted,51,none,Sequence,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50780790,0.09101942,1.00000000,0.16685206,0.08222222,0.00000000,0.00000000,0.86413570,0.86319128,0.00094442
IndependentWeighted,51,none,Destination,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.51075284,0.09094600,0.99555556,0.16666667,0.09333333,0.00000000,0.00000000,0.74770986,0.74490242,0.00280744
IndependentWeighted,51,none,Synchrony,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50716321,0.00000000,0.00000000,0.00000000,0.08000000,0.00000000,0.70710678,0.00455556,0.00421852,0.00033704
IndependentWeighted,51,none,Funding,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,51,none,Route,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,51,none,BalanceRank,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,51,without_timing,composite,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,0.43988270,1.00000000,0.61099796,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,51,without_timing,Timing,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.47513975,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.79542916,0.79847027,-0.00304110
IndependentWeighted,51,without_timing,Amount,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50394123,0.09090909,1.00000000,0.16666667,0.08222222,0.00000000,0.00000000,0.75789380,0.75740226,0.00049154
IndependentWeighted,51,without_timing,Sequence,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50780790,0.09101942,1.00000000,0.16685206,0.08222222,0.00000000,0.00000000,0.86413570,0.86319128,0.00094442
IndependentWeighted,51,without_timing,Destination,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.51075284,0.09094600,0.99555556,0.16666667,0.09333333,0.00000000,0.00000000,0.74770986,0.74490242,0.00280744
IndependentWeighted,51,without_timing,Synchrony,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50716321,0.00000000,0.00000000,0.00000000,0.08000000,0.00000000,0.70710678,0.00455556,0.00421852,0.00033704
IndependentWeighted,51,without_timing,Funding,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,51,without_timing,Route,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,51,without_timing,BalanceRank,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,51,without_amount,composite,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,0.23809524,1.00000000,0.38461538,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,51,without_amount,Timing,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.47513975,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.79542916,0.79847027,-0.00304110
IndependentWeighted,51,without_amount,Amount,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50394123,0.09090909,1.00000000,0.16666667,0.08222222,0.00000000,0.00000000,0.75789380,0.75740226,0.00049154
IndependentWeighted,51,without_amount,Sequence,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50780790,0.09101942,1.00000000,0.16685206,0.08222222,0.00000000,0.00000000,0.86413570,0.86319128,0.00094442
IndependentWeighted,51,without_amount,Destination,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.51075284,0.09094600,0.99555556,0.16666667,0.09333333,0.00000000,0.00000000,0.74770986,0.74490242,0.00280744
IndependentWeighted,51,without_amount,Synchrony,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50716321,0.00000000,0.00000000,0.00000000,0.08000000,0.00000000,0.70710678,0.00455556,0.00421852,0.00033704
IndependentWeighted,51,without_amount,Funding,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,51,without_amount,Route,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,51,without_amount,BalanceRank,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,51,without_sequence,composite,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,0.51194539,1.00000000,0.67720090,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,51,without_sequence,Timing,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.47513975,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.79542916,0.79847027,-0.00304110
IndependentWeighted,51,without_sequence,Amount,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50394123,0.09090909,1.00000000,0.16666667,0.08222222,0.00000000,0.00000000,0.75789380,0.75740226,0.00049154
IndependentWeighted,51,without_sequence,Sequence,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50780790,0.09101942,1.00000000,0.16685206,0.08222222,0.00000000,0.00000000,0.86413570,0.86319128,0.00094442
IndependentWeighted,51,without_sequence,Destination,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.51075284,0.09094600,0.99555556,0.16666667,0.09333333,0.00000000,0.00000000,0.74770986,0.74490242,0.00280744
IndependentWeighted,51,without_sequence,Synchrony,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50716321,0.00000000,0.00000000,0.00000000,0.08000000,0.00000000,0.70710678,0.00455556,0.00421852,0.00033704
IndependentWeighted,51,without_sequence,Funding,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,51,without_sequence,Route,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,51,without_sequence,BalanceRank,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,51,without_synchrony,composite,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,0.09090909,1.00000000,0.16666667,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,51,without_synchrony,Timing,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.47513975,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.79542916,0.79847027,-0.00304110
IndependentWeighted,51,without_synchrony,Amount,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50394123,0.09090909,1.00000000,0.16666667,0.08222222,0.00000000,0.00000000,0.75789380,0.75740226,0.00049154
IndependentWeighted,51,without_synchrony,Sequence,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50780790,0.09101942,1.00000000,0.16685206,0.08222222,0.00000000,0.00000000,0.86413570,0.86319128,0.00094442
IndependentWeighted,51,without_synchrony,Destination,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.51075284,0.09094600,0.99555556,0.16666667,0.09333333,0.00000000,0.00000000,0.74770986,0.74490242,0.00280744
IndependentWeighted,51,without_synchrony,Synchrony,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50716321,0.00000000,0.00000000,0.00000000,0.08000000,0.00000000,0.70710678,0.00455556,0.00421852,0.00033704
IndependentWeighted,51,without_synchrony,Funding,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,51,without_synchrony,Route,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,51,without_synchrony,BalanceRank,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,51,without_funding,composite,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.79470617,0.09090909,1.00000000,0.16666667,0.34222222,0.00000000,0.00000000,,,
IndependentWeighted,51,without_funding,Timing,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.47513975,0.09090909,1.00000000,0.16666667,0.07333333,0.00000000,0.00000000,0.79542916,0.79847027,-0.00304110
IndependentWeighted,51,without_funding,Amount,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50394123,0.09090909,1.00000000,0.16666667,0.08222222,0.00000000,0.00000000,0.75789380,0.75740226,0.00049154
IndependentWeighted,51,without_funding,Sequence,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50780790,0.09101942,1.00000000,0.16685206,0.08222222,0.00000000,0.00000000,0.86413570,0.86319128,0.00094442
IndependentWeighted,51,without_funding,Destination,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.51075284,0.09094600,0.99555556,0.16666667,0.09333333,0.00000000,0.00000000,0.74770986,0.74490242,0.00280744
IndependentWeighted,51,without_funding,Synchrony,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50716321,0.00000000,0.00000000,0.00000000,0.08000000,0.00000000,0.70710678,0.00455556,0.00421852,0.00033704
IndependentWeighted,51,without_funding,Funding,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,51,without_funding,Route,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,51,without_funding,BalanceRank,d0ec53ab722154f3dacd14aaecb763672fea18f8918198e1d3e1ca8b697aa825,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,71,none,composite,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,1.00000000,0.10786194,1.00000000,0.19472090,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,71,none,Timing,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.51554667,0.09090909,1.00000000,0.16666667,0.09111111,0.00000000,0.00000000,0.80544620,0.80247541,0.00297079
IndependentWeighted,71,none,Amount,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.52919481,0.09090909,1.00000000,0.16666667,0.10222222,0.00000000,0.00000000,0.75961568,0.75670144,0.00291424
IndependentWeighted,71,none,Sequence,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.50463531,0.09092746,1.00000000,0.16669754,0.09555556,0.00000000,0.00000000,0.87072871,0.87032545,0.00040327
IndependentWeighted,71,none,Destination,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.51457556,0.09085391,0.99777778,0.16654303,0.09777778,0.00000000,0.00000000,0.74603405,0.74316287,0.00287118
IndependentWeighted,71,none,Synchrony,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.49423210,0.00000000,0.00000000,0.00000000,0.10222222,0.00000000,0.70710678,0.00414815,0.00425185,-0.00010370
IndependentWeighted,71,none,Funding,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,71,none,Route,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,71,none,BalanceRank,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,71,without_timing,composite,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,1.00000000,0.47669492,1.00000000,0.64562410,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,71,without_timing,Timing,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.51554667,0.09090909,1.00000000,0.16666667,0.09111111,0.00000000,0.00000000,0.80544620,0.80247541,0.00297079
IndependentWeighted,71,without_timing,Amount,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.52919481,0.09090909,1.00000000,0.16666667,0.10222222,0.00000000,0.00000000,0.75961568,0.75670144,0.00291424
IndependentWeighted,71,without_timing,Sequence,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.50463531,0.09092746,1.00000000,0.16669754,0.09555556,0.00000000,0.00000000,0.87072871,0.87032545,0.00040327
IndependentWeighted,71,without_timing,Destination,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.51457556,0.09085391,0.99777778,0.16654303,0.09777778,0.00000000,0.00000000,0.74603405,0.74316287,0.00287118
IndependentWeighted,71,without_timing,Synchrony,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.49423210,0.00000000,0.00000000,0.00000000,0.10222222,0.00000000,0.70710678,0.00414815,0.00425185,-0.00010370
IndependentWeighted,71,without_timing,Funding,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,71,without_timing,Route,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,71,without_timing,BalanceRank,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,71,without_amount,composite,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,1.00000000,0.23646873,1.00000000,0.38249044,1.00000000,0.00000000,0.00000000,,,
IndependentWeighted,71,without_amount,Timing,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.51554667,0.09090909,1.00000000,0.16666667,0.09111111,0.00000000,0.00000000,0.80544620,0.80247541,0.00297079
IndependentWeighted,71,without_amount,Amount,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.52919481,0.09090909,1.00000000,0.16666667,0.10222222,0.00000000,0.00000000,0.75961568,0.75670144,0.00291424
IndependentWeighted,71,without_amount,Sequence,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.50463531,0.09092746,1.00000000,0.16669754,0.09555556,0.00000000,0.00000000,0.87072871,0.87032545,0.00040327
IndependentWeighted,71,without_amount,Destination,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.51457556,0.09085391,0.99777778,0.16654303,0.09777778,0.00000000,0.00000000,0.74603405,0.74316287,0.00287118
IndependentWeighted,71,without_amount,Synchrony,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.49423210,0.00000000,0.00000000,0.00000000,0.10222222,0.00000000,0.70710678,0.00414815,0.00425185,-0.00010370
IndependentWeighted,71,without_amount,Funding,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000
IndependentWeighted,71,without_amount,Route,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.50000000,0.09090909,1.00000000,0.16666667,0.08666667,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000
IndependentWeighted,71,without_amount,BalanceRank,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,0.90891556,0.19266055,0.93333333,0.31939163,0.63333333,0.00041905,0.09455928,0.86203792,0.45279621,0.40924172
IndependentWeighted,71,without_sequence,composite,07093805c874b892e1fc5dd5b46c80fc012c59244cf5c784009e7d50a929fd7a,6000,4950,0,1.00000000,0.53444181,1.00000000,0.69659443,1.00000000,0.04347826,0.37574159,,,
